63054,109,50,70,1,0,0,0,1292,84,36,5,0,0,0,0,1320,74,35,12,1,0,0,0,1332,75,34,10,1,0,0,0
105,8,0,30,79,0,0,0,47,2,28,47,13,0,0,0,34,7,20,49,12,1,0,0,36,6,19,52,10,0,0,0
54,1,2,2,29,23,0,0,13,19,3,13,53,10,0,0,20,11,0,17,35,5,2,0,21,10,2,9,44,3,0,0
73,33,2,5,2,84,15,0,4,26,16,7,25,50,5,0,11,18,14,14,33,45,10,2,11,22,9,3,29,41,5,0
2,69,31,1,5,4,88,17,0,6,25,26,5,41,69,10,0,14,10,23,33,57,53,11,1,7,23,20,2,38,46,4
0,1,23,82,4,2,8,105,0,2,2,26,39,78,140,196,0,0,7,23,51,243,204,79,0,0,4,24,26,6,47,39
0,0,0,23,83,9,1,111,0,0,0,6,35,163,414,977,0,0,1,8,26,187,709,725,0,0,0,0,25,25,8,106
0,0,0,0,17,103,114,290,0,0,0,1,12,148,994,59811,0,0,0,0,8,69,667,60014,0,0,0,0,3,34,54,62698
