15244,45,27,27,2,0,0,0,179,23,18,8,1,0,0,0,190,20,17,7,1,0,0,0,147,21,16,5,0,0,0,0
50,8,1,16,26,0,0,0,10,0,1,15,10,0,0,0,11,0,5,15,6,2,0,0,9,2,3,12,7,1,0,0
24,0,2,2,18,9,0,0,6,6,0,5,10,8,0,0,4,4,0,8,11,6,0,0,9,3,1,6,13,3,0,0
33,14,2,5,1,30,12,0,1,6,8,1,8,16,8,0,4,7,2,5,14,18,9,0,1,7,5,1,6,14,6,0
0,33,14,2,3,5,30,14,0,0,5,9,3,9,20,6,0,7,4,6,7,10,19,6,0,0,9,3,1,7,20,5
0,0,9,35,3,4,5,39,0,0,0,7,8,5,35,42,0,0,4,13,3,10,24,28,0,0,0,10,5,2,8,20
0,0,0,9,34,4,1,47,0,0,0,0,9,40,153,279,0,0,0,3,11,19,54,116,0,0,0,2,7,8,2,38
0,0,0,0,10,40,48,141,0,0,0,0,5,26,282,14837,0,0,0,0,3,17,103,15295,0,0,0,0,2,15,22,15644
